state,year,level,metric,value,unit,pdf_file,pdf_page,printed_label,note
Bihar,2024-25,Middle and Secondary,govt_schools_with_ict_lab,13.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Bihar,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,12.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Bihar,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,2.2,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Bihar,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,2.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Chandigarh,2024-25,Middle and Secondary,govt_schools_total,115,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Chandigarh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,104,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Chandigarh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,103,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Chandigarh,2024-25,Middle and Secondary,govt_aided_schools_total,7,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Chandigarh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,6,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Chandigarh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,6,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Chandigarh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,90.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Chandigarh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,89.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Chandigarh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,85.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Chandigarh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,85.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Chhattisgarh,2024-25,Middle and Secondary,govt_schools_total,18091,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Chhattisgarh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,1376,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Chhattisgarh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,932,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Chhattisgarh,2024-25,Middle and Secondary,govt_aided_schools_total,211,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Chhattisgarh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Chhattisgarh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Chhattisgarh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,7.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Chhattisgarh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,5.2,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Chhattisgarh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Chhattisgarh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_schools_total,211,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_schools_with_ict_lab,162,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,160,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_aided_schools_total,8,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,6,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,6,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_schools_with_ict_lab,76.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,75.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,75,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Dadra & Nagar Haveli and Daman & Diu,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,75,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Delhi,2024-25,Middle and Secondary,govt_schools_total,1157,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Delhi,2024-25,Middle and Secondary,govt_schools_with_ict_lab,742,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Delhi,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,715,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Delhi,2024-25,Middle and Secondary,govt_aided_schools_total,199,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Delhi,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,91,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Delhi,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,49,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Delhi,2024-25,Middle and Secondary,govt_schools_with_ict_lab,64.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Delhi,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,61.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Delhi,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,45.7,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Delhi,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,24.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Goa,2024-25,Middle and Secondary,govt_schools_total,132,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Goa,2024-25,Middle and Secondary,govt_schools_with_ict_lab,52,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Goa,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,47,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Goa,2024-25,Middle and Secondary,govt_aided_schools_total,451,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Goa,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,169,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Goa,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,166,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Goa,2024-25,Middle and Secondary,govt_schools_with_ict_lab,39.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Goa,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,35.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Goa,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,37.5,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Goa,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,36.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Gujarat,2024-25,Middle and Secondary,govt_schools_total,22353,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Gujarat,2024-25,Middle and Secondary,govt_schools_with_ict_lab,13814,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Gujarat,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,12756,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Gujarat,2024-25,Middle and Secondary,govt_aided_schools_total,5459,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Gujarat,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,2912,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Gujarat,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,2422,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Gujarat,2024-25,Middle and Secondary,govt_schools_with_ict_lab,61.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Gujarat,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,57.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Gujarat,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,53.3,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Gujarat,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,44.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Haryana,2024-25,Middle and Secondary,govt_schools_total,5683,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Haryana,2024-25,Middle and Secondary,govt_schools_with_ict_lab,3073,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Haryana,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,2362,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Haryana,2024-25,Middle and Secondary,govt_aided_schools_total,4,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Haryana,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Haryana,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Haryana,2024-25,Middle and Secondary,govt_schools_with_ict_lab,54.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Haryana,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,41.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Haryana,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Haryana,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Himachal Pradesh,2024-25,Middle and Secondary,govt_schools_total,4782,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Himachal Pradesh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,2505,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Himachal Pradesh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,1941,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Himachal Pradesh,2024-25,Middle and Secondary,govt_aided_schools_total,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Himachal Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Himachal Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Himachal Pradesh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,52.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Himachal Pradesh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,40.6,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Himachal Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Himachal Pradesh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_schools_total,9822,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_schools_with_ict_lab,2379,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,2114,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_aided_schools_total,1,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_schools_with_ict_lab,24.2,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,21.5,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Jammu & Kashmir,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Jharkhand,2024-25,Middle and Secondary,govt_schools_total,14527,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Jharkhand,2024-25,Middle and Secondary,govt_schools_with_ict_lab,3901,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Jharkhand,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,3515,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Jharkhand,2024-25,Middle and Secondary,govt_aided_schools_total,672,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Jharkhand,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,27,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Jharkhand,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,23,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Jharkhand,2024-25,Middle and Secondary,govt_schools_with_ict_lab,26.9,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Jharkhand,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,24.2,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Jharkhand,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Jharkhand,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,3.4,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Karnataka,2024-25,Middle and Secondary,govt_schools_total,28753,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Karnataka,2024-25,Middle and Secondary,govt_schools_with_ict_lab,3586,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Karnataka,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,2517,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Karnataka,2024-25,Middle and Secondary,govt_aided_schools_total,6737,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Karnataka,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,792,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Karnataka,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,306,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Karnataka,2024-25,Middle and Secondary,govt_schools_with_ict_lab,12.5,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Karnataka,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,8.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Karnataka,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,11.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Karnataka,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,4.5,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Kerala,2024-25,Middle and Secondary,govt_schools_total,2426,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Kerala,2024-25,Middle and Secondary,govt_schools_with_ict_lab,1432,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Kerala,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,1378,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Kerala,2024-25,Middle and Secondary,govt_aided_schools_total,3804,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Kerala,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,2509,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Kerala,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,2428,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Kerala,2024-25,Middle and Secondary,govt_schools_with_ict_lab,59,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Kerala,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,56.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Kerala,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,66,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Kerala,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,63.8,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Ladakh,2024-25,Middle and Secondary,govt_schools_total,499,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Ladakh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,140,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Ladakh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,135,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Ladakh,2024-25,Middle and Secondary,govt_aided_schools_total,6,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Ladakh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Ladakh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Ladakh,2024-25,Middle and Secondary,govt_schools_with_ict_lab,28.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Ladakh,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,27.1,percent,UDISE_2024-2025.pdf,168,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Ladakh,2024-25,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Ladakh,2024-25,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2024-2025.pdf,168,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Lakshadweep,2024-25,Middle and Secondary,govt_schools_total,21,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Lakshadweep,2024-25,Middle and Secondary,govt_schools_with_ict_lab,8,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Lakshadweep,2024-25,Middle and Secondary,govt_schools_with_functional_ict_lab,8,count,UDISE_2024-2025.pdf,168,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Lakshadweep,2024-25,Middle and Secondary,govt_aided_schools_total,0,count,UDISE_2024-2025.pdf,168,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
